date,store_id,product_id,product_name,category,stock_on_hand,units_sold,sold_out_flag,price,promotion_flag
2025-07-13,US_Store_TX,P103,Stanley Water Bottle,Drinkware,64,6,0,30,0
2025-07-20,US_Store_TX,P101,Stanley Quencher,Drinkware,81,12,0,45,0
2025-07-20,US_Store_TX,P102,Stanley Travel Mug,Drinkware,75,7,0,35,0
2025-07-20,US_Store_TX,P103,Stanley Water Bottle,Drinkware,88,12,0,30,0
2025-07-27,US_Store_TX,P101,Stanley Quencher,Drinkware,93,7,0,45,0
2025-07-27,US_Store_TX,P102,Stanley Travel Mug,Drinkware,92,13,0,35,0
2025-07-27,US_Store_TX,P103,Stanley Water Bottle,Drinkware,61,5,0,30,0
2025-08-03,US_Store_TX,P101,Stanley Quencher,Drinkware,91,7,0,45,0
2025-08-03,US_Store_TX,P102,Stanley Travel Mug,Drinkware,99,11,0,35,0
2025-08-03,US_Store_TX,P103,Stanley Water Bottle,Drinkware,83,9,0,30,0
2025-08-10,US_Store_TX,P101,Stanley Quencher,Drinkware,81,5,0,45,0
2025-08-10,US_Store_TX,P102,Stanley Travel Mug,Drinkware,88,9,0,35,0
2025-08-10,US_Store_TX,P103,Stanley Water Bottle,Drinkware,90,12,0,30,0
2025-08-17,US_Store_TX,P101,Stanley Quencher,Drinkware,93,14,0,45,0
2025-08-17,US_Store_TX,P102,Stanley Travel Mug,Drinkware,63,5,0,35,0
2025-08-17,US_Store_TX,P103,Stanley Water Bottle,Drinkware,93,13,0,30,0
2025-08-24,US_Store_TX,P101,Stanley Quencher,Drinkware,66,7,0,45,0
2025-08-24,US_Store_TX,P102,Stanley Travel Mug,Drinkware,64,13,0,35,0
2025-08-24,US_Store_TX,P103,Stanley Water Bottle,Drinkware,62,14,0,30,0
2025-08-31,US_Store_TX,P101,Stanley Quencher,Drinkware,90,7,0,45,0
2025-08-31,US_Store_TX,P102,Stanley Travel Mug,Drinkware,75,9,0,35,0
2025-08-31,US_Store_TX,P103,Stanley Water Bottle,Drinkware,86,11,0,30,0
2025-09-07,US_Store_TX,P101,Stanley Quencher,Drinkware,54,13,0,45,0
2025-09-07,US_Store_TX,P102,Stanley Travel Mug,Drinkware,52,8,0,35,0
2025-09-07,US_Store_TX,P103,Stanley Water Bottle,Drinkware,98,5,0,30,0
2025-09-14,US_Store_TX,P101,Stanley Quencher,Drinkware,84,14,0,45,0
2025-09-14,US_Store_TX,P102,Stanley Travel Mug,Drinkware,73,5,0,35,0
2025-09-14,US_Store_TX,P103,Stanley Water Bottle,Drinkware,86,6,0,30,0
2025-09-21,US_Store_TX,P101,Stanley Quencher,Drinkware,91,8,0,45,0
2025-09-21,US_Store_TX,P102,Stanley Travel Mug,Drinkware,59,12,0,35,0
2025-09-21,US_Store_TX,P103,Stanley Water Bottle,Drinkware,73,13,0,30,0
